date,tss,ctl,atl,tsb
2024-09-09,94.6,2.252380952380952,13.514285714285712,-11.261904761904761
2024-09-10,161.86999999999998,6.052800453514738,34.707959183673466,-28.65515873015873
2024-09-11,0.0,5.9086861570024825,29.749679300291543,-23.84099314328906
2024-09-12,0.0,5.768003153264328,25.499725114535607,-19.73172196127128
2024-09-13,0.0,5.6306697448532725,21.85690724103052,-16.226237496177248
2024-09-14,70.41,7.173034750928194,28.79306334945473,-21.620028598526538
2024-09-15,0.0,7.002248209239427,24.67976858524691,-17.677520376007486
2024-09-16,122.78,9.75886134711468,38.694087358783065,-28.935226011668384
2024-09-17,81.15,11.458650362659569,44.75921773609977,-33.3005673734402
2024-09-18,164.44,15.101063449262913,61.85647234522837,-46.75540889596546
2024-09-19,0.0,14.741514319518558,53.01983343876717,-38.278319119248614
2024-09-20,0.0,14.390525883339544,45.44557151894329,-31.055045635603747
2024-09-21,0.0,14.047894314688602,38.9533470162371,-24.9054527015485
2024-09-22,37.92,14.616277783386492,38.805726013917514,-24.18944823053102
2024-09-23,0.0,14.268271169496337,33.262050869072155,-18.993779699575818
2024-09-24,0.0,13.928550427365472,28.510329316347562,-14.58177888898209
2024-09-25,69.53,15.252394464809152,34.370282271155055,-19.117887806345905
2024-09-26,62.63,16.380432691837505,38.407384803847194,-22.02695211200969
2024-09-27,84.21,17.995422389650898,44.95061554615474,-26.95519315650384
2024-09-28,0.0,17.566959951802065,38.5290990395612,-20.962139087759137
2024-09-29,135.48,20.37441328628297,52.37922774819531,-32.004814461912346
2024-09-30,0.0,19.889308208038138,44.896480927024555,-25.007172718986418
2024-10-01,84.85,21.435991345941993,50.60412650887819,-29.168135162936196
2024-10-02,0.0,20.925610599610042,43.374965579038445,-22.449354979428403
2024-10-03,0.0,20.427381775809803,37.1785419248901,-16.751160149080295
2024-10-04,0.0,19.941015543052426,31.867321649905797,-11.926306106853371
2024-10-05,65.85,21.034086601551177,36.72198998563354,-15.687903384082365
2024-10-06,72.8,22.266608349133293,41.87599141625732,-19.60938306712403
2024-10-07,107.31,24.29145100748726,51.22370692822056,-26.932255920733297
2024-10-08,0.0,23.71308312635661,43.906034509903336,-20.192951383546724
2024-10-09,138.53,26.44681924239574,57.42374386563143,-30.97692462323569
2024-10-10,0.0,25.817133069957748,49.22035188482694,-23.40321881486919
2024-10-11,0.0,25.202439425434946,42.18887304413738,-16.986433618702435
2024-10-12,46.83,25.717381343876973,42.85189118068919,-17.134509836812214
2024-10-13,0.0,25.10506274045133,36.730192440590734,-11.625129700139404
2024-10-14,0.0,24.507323151392967,31.483022091934917,-6.97569894054195
2024-10-15,51.24,25.143815457312183,34.30544750737278,-9.1616320500606
2024-10-16,101.21,26.95491508928094,43.86324072060524,-16.9083256313243
2024-10-17,93.77,28.54575044429806,50.99277776051878,-22.447027316220716
2024-10-18,0.0,27.866089719433823,43.70809522330181,-15.842005503867988
2024-10-19,126.9,30.224039964209208,55.592653048544406,-25.3686130843352
2024-10-20,19.36,29.96537234601375,50.41655975589521,-20.451187409881456
2024-10-21,86.75,31.31738729015628,55.60705121933875,-24.28966392918247
2024-10-22,99.15,32.93244949753351,61.82747247371893,-28.895022976185416
2024-10-23,0.0,32.14834355711605,52.9949764060448,-20.84663284892875
2024-10-24,55.17,32.69647823432757,53.305694062324115,-20.609215827996543
2024-10-25,0.0,31.917990657319773,45.690594910563526,-13.772604253243752
2024-10-26,0.0,31.15803849881216,39.16336706619731,-8.005328567385149
2024-10-27,0.0,30.416180439316634,33.568600342454836,-3.1524199031382025
2024-10-28,0.0,29.69198566695195,28.77308600781843,0.918899659133519
2024-10-29,0.0,28.985033627262617,24.662645149558656,4.32238847770396
2024-10-30,147.26,31.801104255184935,42.17655298533599,-10.375448730151053
2024-10-31,0.0,31.04393510625196,36.15133113028799,-5.107396024036031
2024-11-01,242.99,36.090269984674535,65.6997123973897,-29.60944241271517
2024-11-02,0.0,35.230977842182284,56.314039197762604,-21.08306135558032
2024-11-03,87.22,36.46881170308271,60.72917645522509,-24.26036475214238
2024-11-04,0.0,35.60050666253312,52.05357981876436,-16.45307315623124
2024-11-05,0.0,34.752875551520425,44.617354130369456,-9.864478578849031
2024-11-06,0.0,33.925426133627084,38.243446397459536,-4.318020263832452
2024-11-07,223.23,38.43267789235025,64.67009691210816,-26.237419019757915
2024-11-08,0.0,37.51761413300858,55.43151163894986,-17.91389750594128
2024-11-09,0.0,36.624337606032185,47.51272426195702,-10.888386655924833
2024-11-10,92.67,37.95875813922189,53.963763653106014,-16.00500551388412
2024-11-11,0.0,37.05497818352613,46.254654559805154,-9.199676376279022
2024-11-12,0.0,36.17271679820408,39.646846765547274,-3.4741299673431953
2024-11-13,64.02,36.83574735062779,43.12872579904052,-6.292978448412725
2024-11-14,52.19,37.201324794660465,44.42319354203473,-7.221868747374266
2024-11-15,0.0,36.315578966216165,38.07702303602977,-1.7614440698136065
2024-11-16,38.47,36.366874705115784,38.13316260231123,-1.766287897195447
2024-11-17,0.0,35.50099673594636,32.6855679448382,2.815428791108161
2024-11-18,74.26,36.42383014699526,38.624772524147026,-2.200942377151769
2024-11-19,0.0,35.55659609587632,33.10694787784031,2.4496482180360104
2024-11-20,0.0,34.71001047454593,28.377383895291697,6.332626579254235
2024-11-21,0.0,33.88358165372341,24.323471910250028,9.560109743473383
2024-11-22,0.0,33.07682970958714,20.84869020878574,12.228139500801397
2024-11-23,0.0,32.289286145073156,17.87030589324492,14.418980251828234
2024-11-24,0.0,31.52049361780951,15.31740505135279,16.20308856645672
2024-11-25,0.0,30.77000567452833,13.129204329730962,17.640801344797367
2024-11-26,0.0,30.037386491801467,11.253603711197968,18.7837827806035
2024-11-27,0.0,29.32221062294905,9.645946038169686,19.676264584779364
2024-11-28,0.0,28.624062750974073,8.267953747002588,20.356109003971483
2024-11-29,0.0,27.94253744737945,7.08681749743079,20.85571994994866
2024-11-30,26.35,27.90461988910851,9.838700712083535,18.065919177024973
2024-12-01,0.0,27.24022417746307,8.433172038928744,18.807052138534324
2024-12-02,0.0,26.591647411332996,7.228433176224637,19.36321423510836
2024-12-03,0.0,25.9585129491584,6.195799865335403,19.762713083822998
2024-12-04,0.0,25.340453117035583,5.3106855988589174,20.029767518176666
2024-12-05,69.57,26.393537566629973,14.490587656164784,11.902949910465189
2024-12-06,0.0,25.765120005519737,12.420503705284101,13.344616300235636
2024-12-07,0.0,25.151664767293077,10.646146033100658,14.50551873419242
2024-12-08,65.82,26.11995846330991,18.528125171229135,7.591833292080775
2024-12-09,0.0,25.49805469037396,15.88125014676783,9.61680454360613
2024-12-10,0.0,24.89095815012696,13.612500125800997,11.278458024325962
2024-12-11,0.0,24.29831628940965,11.66785725068657,12.630459038723082
2024-12-12,0.0,23.719784949185613,10.001020500588488,13.718764448597124
2024-12-13,0.0,23.155028164681195,8.572303286218705,14.58272487846249
2024-12-14,0.0,22.603717970284023,7.3476885310446045,15.25602943923942
2024-12-15,0.0,22.065534209086785,6.298018740895375,15.767515468191409
2024-12-16,0.0,21.54016434696567,5.398301777910322,16.14186256905535
2024-12-17,0.0,21.027303291085538,4.627115809637419,16.400187481448118
2024-12-18,0.0,20.52665321272636,3.966099265403502,16.560553947322855
2024-12-19,0.0,20.037923374328113,3.3995136560601447,16.63840971826797
2024-12-20,0.0,19.560829960653635,2.9138688480515524,16.64696111260208
2024-12-21,0.0,19.095095913971406,2.4976018697584736,16.597494044212933
2024-12-22,0.0,18.640450773162563,2.14080160265012,16.49964917051244
2024-12-23,0.0,18.196630516658693,1.8349728022715317,16.36165771438716
2024-12-24,0.0,17.7633774091192,1.5728338305184557,16.190543578600746
2024-12-25,0.0,17.34043985175922,1.3481432833015334,15.992296568457688
2024-12-26,0.0,16.927572236241144,1.1555513856870288,15.772020850554116
2024-12-27,0.0,16.524534802044926,0.9904726163031675,15.534062185741758
2024-12-28,0.0,16.131093497234332,0.8489765282598579,15.282116968974474
2024-12-29,0.0,15.747019842538275,0.7276941670798782,15.019325675458397
2024-12-30,0.0,15.372090798668317,0.6237378574970385,14.748352941171278
2024-12-31,0.0,15.006088636795262,0.5346324492831759,14.471456187512086
2025-01-01,0.0,14.648800812109661,0.45825638509986505,14.190544427009796
2025-01-02,0.0,14.300019840392764,0.39279118722845574,13.907228653164308
2025-01-03,0.0,13.95954317752627,0.3366781604815335,13.622865017044736
2025-01-04,0.0,13.627173101870882,0.288581280412743,13.33859182145814
2025-01-05,0.0,13.302716599445386,0.24735538321092257,13.055361216234463
2025-01-06,0.0,12.985985251839544,0.2120188998950765,12.773966351944468
2025-01-07,0.0,12.676795126795746,0.1817304856243513,12.495064641171394
2025-01-08,0.0,12.374966671395846,0.1557689876780154,12.21919768371783
2025-01-09,0.0,12.080324607791184,0.13351627515258463,11.946808332638598
2025-01-10,0.0,11.792697831415204,0.11444252155935826,11.678255309855846
2025-01-11,0.0,11.511919311619604,0.09809358990802136,11.413825721711582
2025-01-12,0.0,11.23782599467628,0.08408021992116117,11.15374577475512
2025-01-13,0.0,10.97025870908875,0.07206875993242387,10.898189949156325
2025-01-14,0.0,10.709062073158066,0.06177322279922046,10.647288850358846
2025-01-15,0.0,10.45408440474954,0.05294847668504611,10.401135928064495
2025-01-16,0.0,10.205177633207885,0.04538440858718238,10.159793224620703
2025-01-17,0.0,9.962197213369603,0.03890092164615633,9.923296291723446
2025-01-18,0.0,9.725002041622707,0.033343647125276855,9.69165839449743
2025-01-19,0.0,9.493454373965024,0.02858026896452302,9.4648741050005
2025-01-20,0.0,9.267419746013475,0.02449737339816259,9.242922372615313
2025-01-21,63.97,10.569862133013155,9.159569177198424,1.4102929558147306
2025-01-22,0.0,10.318198748893794,7.851059294741507,2.467139454152287
2025-01-23,0.0,10.072527350110608,6.729479395492721,3.3430479546178873
2025-01-24,0.0,9.83270527034607,5.768125196136618,4.064580074209452
2025-01-25,96.33,11.892164668671164,18.705535882402813,-6.813371213731649
2025-01-26,0.0,11.60901789084566,16.033316470630982,-4.424298579785322
2025-01-27,0.0,11.332612702968383,13.74284268911227,-2.4102299861438876
2025-01-28,0.0,11.062788590992945,11.779579447810518,-0.7167908568175729
2025-01-29,0.0,10.79938886263597,10.096782383837587,0.7026064787983834
2025-01-30,0.0,10.542260556382733,8.654384900432218,1.8878756559505145
2025-01-31,0.0,10.291254352659335,7.418044200370472,2.8732101522888627
2025-02-01,0.0,10.046224487119828,6.358323600317548,3.6879008868022796
2025-02-02,0.0,9.807028665997928,5.449991657415041,4.3570370085828865
2025-02-03,0.0,9.573527983474168,4.671421420641464,4.902106562832704
2025-02-04,70.07,11.01392017434383,14.014075503406968,-3.000155329063137
2025-02-05,95.54,13.026445884478502,25.660636145777403,-12.634190261298901
2025-02-06,0.0,12.716292411038538,21.994830982094918,-9.27853857105638
2025-02-07,0.0,12.413523544109049,18.85271227036707,-6.439188726258022
2025-02-08,0.0,12.1179634597255,16.159467660314633,-4.041504200589133
2025-02-09,0.0,11.829440520208227,13.850972280269685,-2.0215317600614586
2025-02-10,0.0,11.547787174488983,11.872261954516873,-0.32447478002788976
2025-02-11,0.0,11.272839860810674,10.176224532443033,1.0966153283676405
2025-02-12,0.0,11.004438911743753,8.722478170665457,2.2819607410782954
2025-02-13,0.0,10.74242846146414,7.476409860570392,3.266018600893748
2025-02-14,0.0,10.486656355238804,6.408351309060336,4.078305046178468
2025-02-15,0.0,10.236974061066451,5.4928725506231455,4.744101510443306
2025-02-16,0.0,9.993236583422012,4.708176471962696,5.285060111459316
2025-02-17,0.0,9.755302379054822,4.035579833110883,5.719722545943939
2025-02-18,0.0,9.523033274791612,3.459068428380757,6.063964846410855
2025-02-19,0.0,9.296294387296573,2.9649157957549344,6.331378591541639
2025-02-20,90.2,11.22257309236094,15.427070682075659,-4.204497589714718
2025-02-21,0.0,10.955368971114252,13.223203441779136,-2.2678344706648836
2025-02-22,176.13,14.888098281325817,36.4956029500964,-21.60750466877058
2025-02-23,0.0,14.53361975081806,31.281945385796913,-16.748325634978855
2025-02-24,57.42,15.55472404246525,35.01595318782593,-19.46122914536068
2025-02-25,0.0,15.184373470025601,30.013674160993652,-14.82930069096805
2025-02-26,0.0,14.822840768358326,25.726006423708846,-10.90316565535052
2025-02-27,0.0,14.469915988159318,22.050862648893297,-7.580946660733979
2025-02-28,0.0,14.12539417891743,18.900739413337114,-4.775345234419683
2025-03-01,0.0,13.789075269895587,16.200633782860383,-2.4115585129647954
2025-03-02,147.78,16.97933538251712,34.99768609959461,-18.01835071707749
2025-03-03,0.0,16.57506549245719,29.99801665679538,-13.42295116433819
2025-03-04,0.0,16.180421075970113,25.712585705824612,-9.532164629854499
2025-03-05,114.69,18.525887240827966,38.42364489070681,-19.897757649878844
2025-03-06,75.98,19.89384230652254,43.7888384777487,-23.894996171226158
2025-03-07,0.0,19.42017939446248,37.533290123784596,-18.113110729322116
2025-03-08,0.0,18.9577941707848,32.17139153467251,-13.213597363887708
2025-03-09,256.74,24.61927526195659,64.25262131543357,-39.633346053476984
2025-03-10,0.0,24.033102041433814,55.07367541322878,-31.040573371794963
2025-03-11,0.0,23.46088532616158,47.206007497053236,-23.745122170891655
2025-03-12,51.62,24.13134043744345,47.83657785461706,-23.705237417173613
2025-03-13,0.0,23.556784712742413,41.0027810182432,-17.445996305500785
2025-03-14,0.0,22.995908886248547,35.14524087277989,-12.14933198653134
2025-03-15,0.0,22.44838724609977,30.124492176668475,-7.676104930568705
2025-03-16,58.36,23.303425645002157,34.15813615143012,-10.854710506427963
2025-03-17,57.4,24.115248843930676,37.47840241551153,-13.363153571580856
2025-03-18,97.27,25.857028633360898,46.020059213295596,-20.1630305799347
2025-03-19,0.0,25.24138509447135,39.445765039967654,-14.204379945496303
2025-03-20,67.66,26.251352116031555,43.47637003425799,-17.225017918226435
2025-03-21,0.0,25.626319922792707,37.26546002936399,-11.639140106571286
2025-03-22,0.0,25.0161694484405,31.941822882311996,-6.925653433871496
2025-03-23,0.0,24.420546366334776,27.378705327695997,-2.958158961361221
2025-03-24,34.68,24.664819071898233,28.421747423739426,-3.756928351841193
2025-03-25,0.0,24.077561474948276,24.36149779177665,-0.28393631682837395
2025-03-26,0.0,23.504286201735223,20.881283821522842,2.6230023802123803
2025-03-27,83.04,24.921803196932004,29.76110041844815,-4.839297221516148
2025-03-28,122.71,27.25009359700505,43.03951464438413,-15.789421047379076
2025-03-29,85.76,28.643186606600167,49.14244112375782,-20.499254517157652
2025-03-30,0.0,27.96120597310969,42.12209239179242,-14.160886418682733
2025-03-31,47.48,28.425939164226126,42.887507764393504,-14.461568600167379
2025-04-01,0.0,27.74913108888741,36.76072094090872,-9.01158985202131
2025-04-02,102.49,29.528675586771044,46.150617949350334,-16.62194236257929
2025-04-03,115.93,31.58584997756221,56.11910109944314,-24.533251121880934
2025-04-04,58.05,32.21594878762025,56.39494379952269,-24.178995011902444
2025-04-05,0.0,31.448902387915005,48.33852325673374,-16.88962086881873
2025-04-06,0.0,30.700118997726552,41.43301993434321,-10.732900936616655
2025-04-07,156.88,33.704401878733066,57.92544565800846,-24.22104377927539
2025-04-08,37.3,33.79001135781085,54.9789534211501,-21.188942063339255
2025-04-09,0.0,32.98548727786297,47.12481721812866,-14.13932994026569
2025-04-10,94.98,34.46154710458052,53.96127190125314,-19.499724796672623
2025-04-11,94.53,35.89174836399527,59.756804486788404,-23.865056122793135
2025-04-12,211.23,40.066468641043,81.39583241724719,-41.32936377620419
2025-04-13,0.0,39.11250510197055,69.76785635764045,-30.655351255669906
2025-04-14,153.35,41.832445456685534,81.70816259226325,-39.875717135577716
2025-04-15,72.95,42.57333961247873,80.45699650765421,-37.88365689517548
2025-04-16,100.38,43.94968866932448,83.3031398637036,-39.353451194379126
2025-04-17,0.0,42.90326751053104,71.40269131174595,-28.499423801214917
2025-04-18,26.3,42.50795161742315,64.95944969578224,-22.451498078359087
2025-04-19,282.26,48.21633372177022,96.00238545352764,-47.78605173175742
2025-04-20,0.0,47.068325776013786,82.28775896016654,-35.219433184152756
2025-04-21,60.77,47.39455611468013,79.21379339442846,-31.819237279748336
2025-04-22,125.48,49.25373335004489,85.82325148093868,-36.56951813089379
2025-04-23,0.0,48.08102541313906,73.56278698366172,-25.481761570522664
2025-04-24,0.0,46.9362390937786,63.05381741456719,-16.11757832078859
2025-04-25,0.0,45.818709591545776,54.046129212486164,-8.227419620940388
2025-04-26,0.0,44.72778793460421,46.325253610702426,-1.597465676098217
2025-04-27,0.0,43.66284060282792,39.707360237744936,3.955480365082984
2025-04-28,0.0,42.623249159903445,34.03488020378138,8.588368956122068
2025-04-29,104.36,44.093171798953364,44.08132588895546,0.011845909997902027
2025-04-30,100.72,45.441429613264,52.17256504767611,-6.73113543441211
2025-05-01,195.63,49.017347955805334,72.66648432657952,-23.649136370774187
2025-05-02,0.0,47.85026824257187,62.28555799421102,-14.435289751639147
2025-05-03,0.0,46.710976141558255,53.38762113789516,-6.676644996336904
2025-05-04,82.32,47.55881004294972,57.52081811819585,-9.962008075246125
2025-05-05,56.33,47.76764789906997,57.35070124416787,-9.583053345097902
2025-05-06,75.93,48.438180091949256,60.00488678071532,-11.566706688766061
2025-05-07,0.0,47.28489008975999,51.43276009775599,-4.147870007995998
2025-05-08,81.95,48.11024984952761,55.79236579807656,-7.682115948548947
2025-05-09,100.7,49.362386757872194,62.20774211263705,-12.845355354764855
2025-05-10,67.64,49.797568025541906,62.9837789536889,-13.186210928146991
2025-05-11,60.15,50.04405450112424,62.5789533888762,-12.534898887751957
2025-05-12,0.0,48.85252939395462,53.63910290475103,-4.7865735107964085
2025-05-13,57.74,49.0641358369557,54.22494534692945,-5.1608095099737525
2025-05-14,68.57,49.52856117417104,56.27423886879667,-6.745677694625634
2025-05-15,0.0,48.34930971764316,48.235061887540006,0.11424783010315309
2025-05-16,36.86,48.07575472436594,46.61005304646286,1.465701677903084
2025-05-17,29.57,47.635141516642946,44.17575975411102,3.459381762531926
2025-05-18,246.51,52.370257194818116,73.08065121780945,-20.71039402299133
2025-05-19,0.0,51.12334630922721,62.64055818669381,-11.5172118774666
2025-05-20,0.0,49.90612377805513,53.69190701716612,-3.785783239110991
2025-05-21,0.0,48.71788273572049,46.02163458614239,2.6962481495780963
2025-05-22,0.0,47.55793314677476,39.44711535955062,8.110817787224136
2025-05-23,0.0,46.425601405184885,33.811813165329106,12.61378823985578
2025-05-24,0.0,45.320229943156676,28.981554141710664,16.338675801446012
2025-05-25,0.0,44.241176849271994,24.841332121466284,19.39984472780571
2025-05-26,0.0,43.1878154957179,21.292570389828242,21.895245105889657
2025-05-27,144.04,45.58905798391509,38.82791747699564,6.761140506919453
2025-05-28,0.0,44.5036042223933,33.28107212313912,11.222532099254181
2025-05-29,54.57,44.74328031233632,36.322347534119245,8.420932778217072
2025-05-30,255.17,49.75344030489974,67.58629788638792,-17.832857581488184
2025-05-31,61.51,50.03335839287832,66.71825533118965,-16.684896938311333
2025-06-01,43.98,49.889230812095505,63.4699331410197,-13.580702328924197
2025-06-02,0.0,48.701391983236086,54.40279983515975,-5.701407851923662
2025-06-03,166.32,51.501835031254274,70.39097128727978,-18.88913625602551
2025-06-04,0.0,50.27560086384346,60.335118246239816,-10.059517382396358
2025-06-05,89.24,51.203324652799566,64.46438706820555,-13.261062415405988
2025-06-06,242.56,55.759435970590054,89.90661748703333,-34.147181516443275
2025-06-07,145.27,57.8906398760522,97.81567213174286,-39.92503225569066
2025-06-08,0.0,56.51229130757476,83.84200468435102,-27.32971337677626
2025-06-09,0.0,55.16676056215632,71.86457544372945,-16.69781488157313
2025-06-10,209.32,58.83707578686688,91.50106466605381,-32.663988879186924
2025-06-11,0.0,57.43619303003672,78.4294839994747,-20.99329096943798
2025-06-12,0.0,56.06866462455965,67.22527199954975,-11.156607374990095
2025-06-13,0.0,54.733696419213,57.62166171389978,-2.8879652946867864
2025-06-14,0.0,53.4305131711365,49.38999575477124,4.040517416365255
2025-06-15,0.0,52.15835809563325,42.33428207551821,9.824076020115037
2025-06-16,55.19,52.230540045737214,44.17081320758704,8.059726838150176
2025-06-17,0.0,50.986955758933945,37.86069703507461,13.126258723859337
